IDENTITE_OPERATEUR;CODE_OPERATEUR;SIRET_ACTEUR;RCS_ACTEUR;ADRESSE_COMPLETE_ACTEUR;BESOIN_RES_NUM;DATE_DECLARATION_OPERATEUR
IPGARDE;IPGA;4,79526E+13;Paris;TOUR DE L HORLOGE 4 PLACE LOUIS ARMAND  75012 PARIS   ;0;06/05/2011 00:00
IPGAZAL;IPAL;5,14079E+13;AURILLAC; 13 PLACE DU SQUARE  15000 AURILLAC   ;0;27/02/2012 00:00
Ipkol telecom;IPKO;5,10073E+13;Antibes;LE MAYA - BAT A1 1817 CHEMIN DE SAINT-CLAUDE  06600 ANTIBES   ;0;08/09/2020 00:00
IPLINE;IPLI;4,53076E+13;Lyon;LE TELYCA 189 CHEMIN DU BAC A TRAILLE  69300 CALUIRE   ;0;16/01/2008 00:00
IP-log;IPLO;8,30588E+13;Lille Métropole;APP 82 200 AVENUE DU DR SCHWEITZER  59510 HEM   ;0;18/03/2019 00:00
Ip-max SA;IPMX; ;CHE-115.492.925 IDE  (registre du commerce du canton de Genève); 8 QUAI DU RHONE   1205 - GENEVE   SUISSE;0;18/09/2019 00:00
Ipneos;ISTE;4,24839E+13;Romans; 10 COURS ALEXANDRE BORODINE  26000 VALENCE   ;0;07/08/2006 00:00
Ipnet telecom;IPNT;828887331;ROUEN; 8 RUE THIERS  76240 LE MESNIL ESNARD   ;0;25/04/2017 00:00
I-print business solutions;IPBS;8,08473E+13;Antibes; 13 ALLEE DES IMPRIMEURS  06700 SAINT-LAURENT-DU-VAR   ;0;03/07/2020 00:00
Ipsilan networks;IPSI;4,17804E+13;Evry; 19 ROUTE DE GISY  91570 BIEVRES   ;0;07/09/2017 00:00
Ipsud;IPSU;8,42146E+13;Aix-en-Provence;MERCURE C 485 RUE MARCELLIN BERTHELOT  13090 AIX-EN-PROVENCE   ;0;02/10/2018 00:00
Ipsystems;IPSY;5,37707E+13;Toulouse; 18 RUE PHARAON  31000 TOULOUSE   ;0;18/07/2014 00:00
IP-TECH;IPCH;5,23903E+13;MONTPELLIER;IMMEUBLE FUTURE BUILDING I 1280 AVENUE DES PLATANES  34970 LATTES   ;0;18/01/2013 00:00
Iptek;ITEK;4,90373E+13;COMPI7GNE; 5 AVENUE GEORGES BATAILLE  60330 LE PLESSIS-BELLEVILLE   ;0;28/07/2017 00:00
IP-VS;IPSV;8,44477E+13;Toulon; 68 RUE DE L'ARTUBY  83270 SAINT-CYR-SUR-MER   ;0;28/12/2018 00:00
Ipxtel;IPXT;5,3309E+13;Tours; 29 RUE DU COMTE DE MONS  37300 JOUE LES TOURS   ;1;01/07/2011 00:00
Irelem;IREL;3,09409E+13;Chalon-sur-Saône; 2 RUE GABRIEL LIPPMANN  71100 CHALON-SUR-SAONE   ;0;26/10/2018 00:00
Iridium Italia S.R.L.;IRID; ;1877926;TMF MANAGEMENT ITALY S.R.L. FORO BUONAPARTE 74  20121 MILANO   ITALIE;0;25/03/2004 00:00
IRIS 64;IRIS;4,79013E+13;Nanterre; 40 QUAI DU POINT DU JOUR  92100 BOULOGNE BILLANCOURT   ;0;28/10/2004 00:00
Iris- information, representation d'interets, soutien;REPR; ;33400098 ASSO Lesparre-Medoc; 10 ROUTE DE LESPARRE  33930 VENDAYS MONTALIVET   ;0;23/02/2009 00:00
IRISE;IRIE;4,37684E+13;Nanterre; 40 QUAI DU POINT DU JOUR  92100 BOULOGNE BILLANCOURT   ;0;25/04/2008 00:00
IRT-network;IRTN;8,23991E+13;Avignon; 20 RUE DES GLAIEULS  84210 ALTHEN-DES-PALUDS   ;0;14/06/2019 00:00
Isapro;ISAP;4,44273E+13;Angers; 13 AVENUE DE LA MARNE  49300 CHOLET   ;0;14/12/2017 00:00
Isère fibre;ISER;8,23228E+13;Bobigny; 12 RUE JEAN-PHILIPPE RAMEAU  93634 LA PLAINE SAINT-DENIS  CEDEX ;0;12/01/2017 00:00
Isiris;ISIR;3,99576E+13;Mulhouse;MELPARK 3 40 RUE JEAN MONNET  68200 MULHOUSE   ;0;04/12/2018 00:00
Isis communication;ISCO;5,03218E+13;Toulon;LE NORECRIN-PARC ACTIVITES ESTAGNOL 334 IMPASSE LAVOISIER  83260 LA CRAU   ;0;10/10/2017 00:00
Islalink France SARL;ATEU;5,22135E+13;Marseille; 71 AVENUE ANDRE ROUSSIN  13016 MARSEILLE   ;0;06/12/2010 00:00
Islay;ISLA;5,14641E+13;Nanterre; 129 RUE DE LA PORTE JAUNE  92380 GARCHES   ;0;28/11/2017 00:00
Isonys;ISON;8,01584E+13;Besançon; 1 RUE THOMAS EDISON  25000 BESANCON   ;0;08/04/2017 00:00
Isrt;ISRT;7,94884E+13;Saverne; 37F RUE DE MOLSHEIM  67120 SOULTZ LES BAINS   ;0;20/08/2015 00:00
Isula informatique;SULA;5,25398E+13;Bastia; AVENUE PAUL DOUMER  20220 L'ILE-ROUSSE   ;0;27/10/2020 00:00
Isyfone;ISYF;8,24686E+13;Nanterre; 11 RUE DE FONTENAY  92340 BOURG-LA-REINE   ;0;16/10/2020 00:00
IT Adept;ITAD;7,52726E+13;Créteil; 1 BOULEVARD DE STRASBOURG  94130 NOGENT SUR MARNE   ;0;01/08/2016 00:00
IT Breizh;ITBR;5,24079E+13;Nanterre; 1 RUE VOLTA  92800 PUTEAUX   ;0;15/06/2015 00:00
IT metrix;ITME;8,01407E+13;Lyon; 333 COURS DU TROISIEME MILLENAIRE  69800 SAINT-PRIEST   ;0;14/04/2015 00:00
IT partner;ITPA;4,00009E+13;Lyon; 22 RUE BERJON  69009 LYON   ;0;21/11/2017 00:00
IT Solutions;ITSS;5,38955E+13;Laval; 143 RUE DE PARIS  53000 LAVAL   ;0;22/04/2020 00:00
IT telecom;ITOM;8,34238E+13;Pontoise; 39 RUE DOCTEUR JACQUES TOUATI  95340 PERSAN   ;0;22/06/2018 00:00
IT2I;IT2I;4,81046E+13;Lille; 16 PLACE JB HENNION  59211 SANTES   ;0;15/06/2015 00:00
Itak it;ITAK;8,30671E+13;Créteil; 51/55 RUE HOCHE  94200 IVRY-SUR-SEINE   ;0;12/03/2019 00:00
Itancia;ITAN;4,33062E+13;Nanterre; 69 RUE THOMAS LEMAITRE  92000 NANTERRE   ;0;18/10/2018 00:00
ITAS TIM;ITAS;4,43966E+13;Dreux; VAL DE L HUISNE  28400 NOGENT LE ROTROU   ;0;07/11/2008 00:00
ITC Ariane services;ARET;8,08513E+13;greffe du Tribunal de Commerce de Bobigny; 11 RUE DE STALINGRAD  93100 MONTREUIL   ;0;11/09/2013 00:00
ITC SYSTEMES INSTALLATIONS TELEPHONIQUES COURANTS FAIBLES;ITCS;3,267E+13;BOBIGNY; 11 RUE DE STALINGRAD  93100 MONTREUIL SOUS BOIS   ;0;19/12/2012 00:00
iTechBocage;ITBO;8,41869E+13;Niort; 45 RUE DES PIERRIERES  79140 CERIZAY   ;0;13/01/2021 00:00
Itelia;ITIA;8,43573E+13;Nîmes;ZI L ARDOISE RUE PAUL SABATIER  30290 LAUDIN-L'ARDOISE   ;0;21/12/2018 00:00
Iteos ;ITEO;4,54002E+13;Saint-Malo; 3 RUE DE LA MOUSSON  22100 TADEN   ;0;08/03/2018 00:00
ITESA;ITES;3,11981E+13;MARSEILLE;ZAC SAUMATY SEON 30 AVENUE FERNAND SARDOU CS 50489 13322 MARSEILLE  CEDEX 16 ;0;14/04/2021 00:00
ITISSALAT AL MAGHRIB;ITIS;4,83883E+13;Paris; 59 B AVENUE HOCHE  75008 PARIS   ;0;14/09/2005 00:00
It-med;ITMD;5,24572E+13;Marseille;IMMEUBLE AUSSIBURO 31 BOULEVARD CHARLES MORETTI  13014 MARSEILLE   ;0;10/05/2017 00:00
ITS Integra;ITSI;4,21633E+13;NANTERRE; 65 RUE DES TROIS FONTANOT  92024 NANTERRE  CEDEX ;0;24/01/2013 00:00
Itsicom;ITSM;8,03705E+13;Aix-en-Provence;POLE D ACTIVITE DES MILLES 1140 AVENUE ANDRE AMPERE  13100 AIX-EN-PROVENCE   ;0;21/03/2018 00:00
It'tek télécom sas;ITTE;7,93181E+13;Nantes; 7 RUE ROLAND GARROS  44700 ORVAULT   ;0;04/08/2015 00:00
It-tel;IELI;5,34992E+13;Toulouse; 38 RUE DES TOURTERELLES  31650 SAINT-ORENS-DE-GAMEVILLE   ;0;25/06/2020 00:00
It-telec;ILEC;8,12688E+13;Evry; 12 BIS RUE DU GENERAL LECLERC  91420 MORANGIS   ;0;04/12/2018 00:00
Itvtek;ITVE;4,79504E+13;Nanterre; 14-30 RUE DE MANTES  92700 COLOMBES   ;0;26/06/2014 00:00
ITXSYS;ITXS;5,28431E+13;BORDEAUX; 27 RUE FRANCOIS ARAGO  33700 MERIGNAC   ;0;23/03/2021 00:00
Ivatel;IVAT;8,79882E+13;Montpellier;LES TERRASES DU SABLESSE - BAT B 520 AVENUE KONRAD ADENAUER  34170 CASTELNAU-LE-LEZ   ;0;24/02/2020 00:00
Ivestim;IVIM;5,00464E+13;Créteil; 7 ALLEE DES BERGES  94370 SUCY-EN-BRIE   ;0;11/06/2018 00:00
I-via;IVIA;5,35101E+13;Montpellier; 199 RUE HELENE BOUCHER  34170 CASTELNAU LE LEZ   ;1;16/07/2013 00:00
Ivolea;AIUS;4,21322E+13;Nanterre; 5 QUAI MARCEL DASSAULT  92150 SURESNES   ;0;21/05/2012 00:00
Izarlink;IZAL;8,05259E+13;BAYONNE; 97 ALLEE THEODORE MONOD  64210 BIDART   ;0;30/10/2014 00:00
IZZYCOM;IZZY;5,38646E+13;Quimper;ZA DE BEL AIR 9 RUE DE BEL AIR  29700 PLUGUFFAN   ;0;28/12/2011 00:00
J. diffusion;JDIF;4,09531E+13;Melun;ZI 117 AVENUE HENRI POINCARE  77550 MOISSY-CRAMAYEL   ;0;02/04/2019 00:00
J.A. des Hauts de Chee;JAHC; ;W551001498; 19 RUE BAYSE  55000 LES MARATS   ;0;10/09/2014 00:00
J2 Global Ireland Limited;J2GI; ;379517 Dublin;SANTRY WOODFORD BUSINESS PARK UNIT 3/1  17 DUBLIN   IRLANDE;0;29/04/2020 00:00
J2C partner;J2CP;5,30461E+13;Gap;CHALVET LE GRAND CHALET BP 39 05201 EMBRUN   ;0;05/05/2020 00:00
J3Mi;J3MI;8,41405E+13;Saint-Etienne; 10 B CHEMIN DU PLON  42800 SAINT MARTIN LA PLAINE   ;0;26/03/2021 00:00
Jack telecom;JACK;7,52509E+13;Strasbourg; 12 RUE DE WISSEMBOURG  67000 STRASBOURG   ;0;17/04/2018 00:00
Jagu David;JAGU;5,24737E+13;CHERBOURG; 9 RUE DU CAP  50760 MONTFARVILLE   ;0;17/03/2014 00:00
Jaguar network;JAG;4,391E+13;Salon; 71 AVENUE ANDRE ROUSSIN BP 50067 13321 MARSEILLE  16 ;1;08/02/2006 00:00
JAJAH TECHNOLOGIES SA;JAJA; ;LUXEMBOURG B 73760; 7A RUE ROBERT STÜMPER  L-2557 LUXEMBOURG   LUXEMBOURG;0;18/07/2008 00:00
JARLE Jérémy Yacim;JARL;7,95292E+13;Perpignan; 1 RUE DE LA FONTAINE  66200 LATOUR-BAS-ELNE   ;0;23/07/2020 00:00
JAUNE DE MARS;JADM;5,13387E+13;STRASBOURG; 6 RUE DE RUNGIS  67200 STRASBOURG   ;0;24/05/2012 00:00
Jaynet;JAYN; ;W191002334 Sous-préfecture Brive; LE CHAMP D OULE  19500 MEYSSAC   ;0;03/04/2014 00:00
JC - Cabinet commercial et organisation informatique;JCCA;5,10904E+13;Amiens;PEPINIERE D'ENTREPRISE ROUTE DES DEUX VALLEES BP 40617 80144 ABBEVILLE  CEDEX ;0;10/06/2019 00:00
JCCOM;JCCM;7,97834E+13;Strasbourg; 17A RUE DES MOINES  67500 HAGUENAU   ;0;27/04/2020 00:00
JCD communication;JCDC;4,09438E+13;Metz; 193 RUE DU GENERAL METMAN  57070 METZ   ;0;21/11/2017 00:00
JCDecaux connect city;JCDE;8,21454E+13;Nanterre; 17 RUE SOYER  92200 NEUILLY SUR SEINE   ;0;25/10/2016 00:00
JDLC;JDLC;7,99902E+13;Versailles; 43 AVENUE CARNOT  78500 SARTROUVILLE   ;0;09/07/2020 00:00
JEAN-FRANCOIS BRARD;R189;4,85379E+13;485 379 085;APPT  4 - RES JARDIN DES BENITIERS 4 RUE DES BENITIERS  97434 ST GILLES LES BAINS   ;0;11/08/2006 00:00
Jet comm;JTCM;4,44078E+13;Paris; 38 RUE SERVAN  75011 PARIS   ;0;29/01/2020 00:00
Jet comm telecom;JETC;5,10941E+13;Créteil; 86 AVENUE LENINE  94250 GENTILLY   ;1;12/03/2010 00:00
JFM Audit;JFMA;8,2908E+13;BOBIGNY; 247 RUE DE ROSNY  93100 MONTREUIL   ;0;23/03/2021 00:00
Jigwan;JIGW;7,93565E+13;Meaux;LE GIBET 18 RUE PIERRE DEMAY  77174 VILLENEUVE SAINT-DENIS   ;0;16/10/2014 00:00
JL consult'it;JLIT;8,2138E+13;Valenciennes; 5 RUE DES PRUNIERS  59990 SAULTAIN   ;0;14/12/2018 00:00
JL systems;JLSY;5,14158E+13;Saint-Etienne; 1 RUE DE L'INFORMATIQUE  42000 SAINT-ETIENNE   ;0;27/11/2017 00:00
JLM CONSEIL;JLMC;7,91244E+13;RHONE; 7 AVENUE DE LA GRANDE ARMEE  69500 BRON   ;0;17/06/2013 00:00
JM Bruneau;JMBU;3,43958E+13;Evry;PARC D'ACTIVITES DE COURTABOEUF 19 AVENUE DE LA BALTIQUE  91140 VILLEBON-SUR-YVETTE  91948 ;0;23/04/2018 00:00
JM2AD;JM2A;5,22283E+13;Créteil ; 5 RUE DE CONFLANS  94220 CHARENTON-LE-PONT   ;0;01/02/2017 00:00
JML technology;JMLT;8,47683E+13;Tours; 1 LE BOIS PIAIS  37150 LUZILLE   ;0;31/05/2020 00:00
Jmo;JMO;4,80263E+13;RCS Lille Métropole; 29 RUE DES SECOURISTES  59000 LILLE   ;0;11/02/2011 00:00
Johnbry;JOHN;8,09757E+13;Pontoise; 12 RUE VICTOR HUGO  95200 SARCELLES   ;0;03/02/2019 00:00
Joseph'telecom;JOST;8,28161E+13;Montpellier; DOMAINE LA GARENNE  34650 DIO ET VALQUIERES   ;0;31/03/2017 00:00
JOUVE;JOUV;5,82131E+13;Paris; 1 RUE DU DOCTEUR SAUVE  53100 MAYENNE   ;0;31/01/2011 00:00
JOUVENCEAU RAPHAEL;CHRO;4,53315E+13;LONS LE SAUNIER; 6 RUE DES TILLEULS  39700 DAMPIERRE   ;0;07/05/2012 00:00
JRH office;JRHO;8,41315E+13;Bobigny; 278 RUE DE ROSNY  93100 MONTREUIL   ;0;07/02/2019 00:00
JT consulting ;JTCO;4,53441E+13;Annecy; 158 CHEMIN DU MAQUIS  74700 SALLANCHES   ;0;21/11/2017 00:00
JTM Web;JTMW;5,29519E+13;Montpellier; 199 RUE HELENE BOUCHER  34170 CASTELNAU-LE-LEZ   ;0;16/01/2014 00:00
Jurick solutions logiciels;JSLO;5,01797E+13;Avignon; 1 PLACE ALEXANDRE FARNESE LE GIOTTO  84000 AVIGNON   ;0;18/01/2019 00:00
Just in time opportunity LLC;JITO; ; N° 301004744 Delaware ;364 MAINSTREET - SUITE 1001   DE 19709 MIDDLETOWN   ETATS-UNIS;0;25/11/2018 00:00
JUST NICOLAS;JUST;4,49232E+13;Toulouse; 245 ANCIEN CHEMIN DU MOULIN  34270 LES MATELLES   ;0;24/11/2010 00:00
JVE radiocommunications;JVER;3,40736E+13;LYON; 230 RUE DE LA FEE DES EAUX  69390 VERNAISON   ;0;10/09/2015 00:00
JW system;JWSY;8,25098E+13;Bobigny; 155 ALLEE JEAN JAURES  93300 AUBERVILLIERS-   ;0;03/12/2018 00:00
Jypela;JYPE;8,79255E+13;Versailles; 14 PLACE CLAUDEL  78180 MONTIGNY-LE-BRETONNEUX   ;0;13/12/2019 00:00
Kaba sas;kaba;8,25346E+13;PARIS; 10 RUE DE PENTHIEVRE  75008 PARIS   ;0;24/11/2020 00:00
Kabia;KABI;4,80772E+13;Nice;RCE LES JARDINS DE CHAMBRUN 13 AVENUE VISMARA  06100 NICE   ;0;13/11/2018 00:00
Kaliacom;KLLA;4,38967E+13;Lille Métropole; 170 RUE DU GENERAL DE GAULLE  59110 LA MADELEINE   ;0;16/11/2020 00:00
Kalpacom;KALP;7,94802E+13;Evry; 40 RUE VICTOR BALOCHE  91320 WISSOUS   ;0;13/11/2018 00:00
KALYST;KALY;4,51133E+13;de Marseille;HOTEL TECHNOLOGIQUE 45 RUE FREDERIC JOLIOT CURIE BP 100 13382 MARSEILLE  CEDEX 13 ;0;26/09/2011 00:00
Kamero service;KAME; ;387683 Casablanca;3 EME ETAGE - APP 6 10 RUE LIBERTE  20000 CASABLANCA   MAROC;0;03/09/2020 00:00
Kamiliz;KMLZ;8,3133E+13;Versailles;IMMEUBLE AKSIONE BATIMENT B 20 RUE DES PIQUETTES  78200 BUCHELAY   ;0;18/11/2020 00:00
Kamina.io;KAIO;8,81916E+13;Metz;BAL 42 11 RUE REMPART SAINT-THIEBAULT  57000 METZ   ;0;05/11/2020 00:00
Kamitec informatique;KAMI;4,45059E+13;Meaux; 25 RUE DES ABBESSES  77580 CRECY LA CHAPELLE   ;0;04/11/2020 00:00
Kangourou informatique;KAIN;3,88399E+13;Nanterre; 2 RUE CACHEUX  92400 COURBEVOIE   ;0;27/10/2017 00:00
Kappalys;KAPP;8,05141E+13;Rouen; 9 RUE PIERRE GILLES DE GENNES  76130 MONT-SAINT-AIGNAN   ;0;19/11/2020 00:00
Karibtel;KARI;7,93418E+13;FORT-DE-FRANCE;ZONE FRANCHE 19 LOTISSEMENT DILLON STADE  97200 FORT-DE-FRANCE   ;0;13/12/2013 00:00
Kav El International ;KAVE; ;N° 514 777 218 Etat d'Israël; WEIZZMAN 24  42040 NETANYA   ISRAEL;1;24/07/2018 00:00
Kavcom France;KAFR;8,45151E+13;Paris; 91 RUE DU FAUBOURG SAINT-HONORE  75008 PARIS   ;0;13/02/2020 00:00
Kaz munay trading Limited;KAZM; ;CARDIFF 11568192; 22 WENLOCK ROAD   LONDON N17GU   ROYAUME-UNI;0;20/06/2019 00:00
KCH consulting plus;KCHC;8,87951E+13;Nice;BATIMENTC - RESIDENCE LE JURA 12 BOULEVARD HENRI SAPPIA  06100 NICE   ;0;11/09/2020 00:00
KDDI FRANCE;KDDI;4,09446E+13;Paris; 137 BOULEVARD VOLTAIRE  75011 PARIS   ;0;26/09/2011 00:00
Keli technology;KELI;4,81706E+13;Nevers; 4 PLACE MAURICE RAVEL  58000 NEVERS   ;0;04/06/2019 00:00
Kennaskom;KNSK;8,82527E+13;Brest; 75 RUE JULES JANSSEN  29490 GUIPAVAS   ;0;04/05/2020 00:00
Kepler communications Inc.;KEPL; ;934692-9 Canada;4E ETAGE 196 AVENUE SPADINA  M5T 2C2 TORONTO   CANADA;0;14/10/2020 00:00
KERNEL LABS;KERN;799465984;NIMES; 24 RUE DE LA PINEDE  30133 LES ANGLES   ;0;02/03/2021 00:00
Kertel;INCL;3,9382E+13;Paris; 66 AVENUE DES CHAMPS-ELYSEES  75008 PARIS   ;1;22/03/1999 00:00
Kervic;KERV;8,17986E+13;Paris; 128 RUE LA BOETIE  75008 PARIS   ;0;17/09/2019 00:00
Key corporate service limited;KEYC; ;10534749 Angleterre;3RD FLOOR 207 REGENT STREET    LONDON W1B 3HH   ROYAUME-UNI;0;22/12/2016 00:00
Keyyo;PHON;3,90081E+13;Nanterre; 92 BOULEVARD VICTOR HUGO  92115 CLICHY  CEDEX ;1;17/06/1998 00:00
KIDI SERVICES;KIDI;7,52805E+13;CHARTRES; 50 RUE DE CHANZY  28000 CHARTRES   ;0;18/10/2012 00:00
Kindred France;KIFR;5,04872E+13;Nanterre; 87-89 RUE GOUVERNEUR GENERAL EBOUE  92130 ISSY LES MOULINEAUX   ;0;27/09/2018 00:00
Kinéis;KINE;8,41489E+13;Toulouse;PARC TECHNOLOGIQUE DU CANAL 11 RUE HERMES  31520 RAMONVILLE-SAINT-AGNE   ;0;18/07/2019 00:00
Kiwi communications;KIWI;8,20694E+13;Guyane;ZAC BELLEVUE 20 RUE ROUGE  97150 SAINT MARTIN   ;0;30/06/2016 00:00
Klas Ltd;KLAS; ;163303 (Irlande);4TH FLOOR-1 KILMAINHAM SQUARE   D08ET1W DUBLIN   IRLANDE;0;07/09/2020 00:00
Kleinrock SAS;KLRK;853610806;Compiègne; 5 AVENUE GEORGES BATAILLE  60330 LE PLESSIS BELLEVILLE   ;0;09/09/2019 00:00
Klipevo;KLIP;8,79283E+13;Pontoise; 3 BOULEVARD ALBERT CAMUS  95200 SARCELLE   ;0;12/12/2019 00:00
Klocel telecom;2IDM;8,04849E+13;Chartres; 3 ROUTE DES PELERINS  28170 SAINT ANGE ET TORCAY   ;0;25/03/2016 00:00
KM expert;KMEX;7,97447E+13;Mulhouse; 8 IMPASSE DES CHARMES  68720 LUEMSCHWILLER   ;0;17/01/2018 00:00
K-net;KWAO;4,3785E+13;BOURG EN BRESSE;TECHNOPARC RUE GUSTAVE EIFFEL  01630 SAINT GENIS POUILLY   ;1;19/05/2010 00:00
Koala telecom;TIME;7,95273E+13;Creteil;APT 73 - ETG 7 39 RUE HENRI DE VILMORIN  94400 VITRY-SUR-SEINE   ;0;05/01/2015 00:00
KODEKH TECHNOLOGIES INFORMATIQUES;KODE;5,21494E+13;Paris; 33 RUE VIVIENNE  75002 PARIS   ;0;09/12/2011 00:00
Koesio networks;RHOV;5,21371E+13;Aubenas;LE PLATEAU DE LAUTAGNE 53 AVENUE DES LANGORIES  26000 VALENCE   ;1;14/04/2010 00:00
Kol;KOLK;8,43326E+13;Pontoise; 41 AVENUE DU 8 MAI 1945  95200 SARCELLES   ;0;29/03/2019 00:00
Komeo;OPTM;4,90051E+13;Arras; RUE JEAN MONNET  62490 VITRY-EN-ARTOIS   ;0;02/06/2006 00:00
KONEKT;KONE;5,04733E+13;SAINT-NAZAIRE; 5 IMPASSE SALINE VERTE  44350 GUERANDE   ;0;25/04/2013 00:00
Koontoo;KNTO;828965632;Nanterre; 43 RUE CAMILLE DESMOULINS  92130 ISSY LES MOULINEAUX IDF  ;0;27/04/2017 00:00
Kourou fibre;KOUR;8,33781E+13;Cayenne; 25 RUE DU DOCTEUR DEVEZE  97310 KOUROU   ;0;12/02/2020 00:00
KPN EURORINGS BV;KPNE; ;27252281 Pays Bas;2516 CK 'S-GRAVENNHAGE (DEN HAAG) MAANPLEIN 55 POSTBUS 30000 2500 GA DEN HAAG   PAYS-BAS;1;06/03/2003 00:00
Kross;G2JC;4,17888E+13;Paris; 6 RUE MARIUS AUFAN  92300 LEVALLOIS-PERRET   ;0;06/10/2008 00:00
KRYPTSYS;KRYP;4,98843E+13;Evry; 15 RUE DES TAMARIS  91160 LONGJUMEAU   ;0;17/06/2011 00:00
KVN;KVNN;8,91793E+13;Nanterre; 169 BOULEVARD CHARLES DE GAULLE  92700 COLOMBES   ;0;11/12/2020 00:00
Kwak telecom Germany GmbH;KWAK; ;20641 Amtsgericht Traunstein; 67 MUENCHENER STRASSE  83395 FREILASSING   ALLEMAGNE;0;12/03/2019 00:00
Kwebbl international B.V.;KWBB; ;68710569 à Chambre de commerce des Pays-Bas; MODEMSTRAAT 1  1033 RW AMSTERDAM NOORD HOLLAND  PAYS-BAS;0;11/03/2020 00:00
Kymeta UK operations Ltd;KYME; ;Registre des sociétés d'Angleterre et du Pays de Galles N° 10783562; 7 DEVONSHIRE SQUARE  EC2M 4YH LONDON   ROYAUME-UNI;0;07/04/2018 00:00
L O D;LODL;8,42428E+13;Salon-de-Provence; 243-251 PLACE DU GENERAL DE GAULLE  13300 SALON-DE-PROVENCE   ;0;19/11/2018 00:00
L&C Consulting;LCNG;4,93723E+13;NANTERRE; 4 AVENUE DU STADE DE COUBERTIN  92100 BOULOGNE BILLANCOURT   ;1;22/08/2012 00:00
L&M services;LMSE; ;57385 Belgique;BTE 2 RUE DE PARIS 4  7500 TOURNAI   BELGIQUE;0;10/01/2017 00:00
L.A. SOLUTIONS;LASS;8,4859E+13;CHARTRES; 2 RUE DE LA MARE  28630 MORANCEZ   ;0;03/12/2020 00:00
L.G.S.I;LGSI;4,44966E+13; ; 20 RUE VORC H LAE  29700 PLUGUFFAN   ;0;02/06/2008 00:00
L.S.I.T;LSIT;5,24833E+13;Lille Métropole; 3 PLACE SAINT PIAT  59113 SECLIN   ;0;09/11/2020 00:00
L.V. informatique;LVIN;3,41671E+13;Amiens;ZAC GPV QUARTIER NORD AVENUE DE L EUROPE  80000 AMIENS   ;0;11/03/2018 00:00
L2I - loisir internet initiation;R180; ;0244004927 ASSO Sarlat; MAIRIE  24620 TAMNIES   ;0;22/12/2005 00:00
La Chaumière Haut Débit;R032; ;0244005010 ASSO Sarlat; LE PEUCH SUD  24290 ST AMAND DE COLY   ;0;28/09/2004 00:00
LA COMPAGNIE EBUSINESS;EBUS;4,99211E+13; ; 677 CHEMIN DE LA MER  83230 BORMES LES MIMOSAS   ;0;11/02/2008 00:00
La fibre 85;LAFI;8,315E+13;Evreux; 9200 VOIE DES CLOUETS  27100 VAL-DE-REUIL   ;0;26/11/2019 00:00
La fibre Nouvelle-Aquitaine;LFNA;8,28986E+13;Bordeaux; 4 VOIE ROMAINE  33610 CANEJAN   ;0;28/01/2019 00:00
La fibre paloise;LFPA;8,40575E+13;Versailles; 19 RUE STEPHENSON  78180 MONTIGNY-LE-BRETONNEUX   ;0;07/09/2018 00:00
La lyre du G3;LYRE; ;W812005229 Sous-préfecture de Castres ;MAIRIE DE CARBES LA BAUTIE  81570 CARBES   ;0;04/01/2018 00:00
La poste;LPST;3,56E+13;Paris; 44 BOULEVARD DE VAUGIRARD  75757 PARIS  CEDEX 15 ;1;05/07/2004 00:00
La poste telecom;LPTL;5,25255E+13;NANTERRE; 855 AVENUE ROGER SALENGRO  92370 CHAVILLE   ;0;14/10/2010 00:00
LA PRECISION TELEPHONIQUE;PREC;5,72179E+13;PARIS; 13 RUE GEORGES AURIC  75019 PARIS   ;0;06/02/2013 00:00
La Réunion numerique;LRNU;5,00118E+13;Saint Denis; 7 RUE HENRI CORNU  97490 STE CLOTILDE   ;0;01/10/2007 00:00
La Rochelle université;LRHU;1,917E+13;Orléans; 23 AVENUE ALBERT EINSTEIN 33060 17031 LA ROCHELLE  1 ;0;19/05/2020 00:00
LA SOLUTION;LASO;7,92551E+13;CRETEIL; 88 BIS RUE GARIBALDI  94100 SAINT MAUR DES FOSSES   ;0;26/06/2013 00:00
La souris verte;R033; ;0261002812 ASSO Die; MAISON DES HABITANTS  26420 ST MARTIN EN VERCORS   ;0;31/03/2005 00:00
La Téléphonie & Informatique de l'Ouest;LTIO;4,94937E+13;SAINT BRIEUC; 2 RUE FULGENCE BIENVENUE  22120 POMMERET   ;0;11/05/2018 00:00
La toile de Tessy;R034; ;0504004057 ASSO Saint Lô; MAIRIE  50420 TESSY SUR VIRE   ;0;23/01/2004 00:00
La toile du Larzac;LTDL; ;W121003948 sous-préfecture Millau; LIEU DIT MONTREDON  12100 LA ROQUE-SAINTE-MARGUERITE   ;0;23/06/2017 00:00
La toile du marais;R035; ;0502005617 ASSO Cherbourg; LES FONTAINES  50480 BLOSVILLE   ;0;08/09/2004 00:00
La vie assist;LVAS;8,41253E+13;Rennes; 13 BOULEVARD DU GENERAL LECLERC  35300 FOUGERES   ;0;01/08/2018 00:00
La vie mobile;LAVM;840502488;Rennes; 13 BOULEVARD DU GENERAL LECLERC  35300 FOUGERES   ;0;21/06/2018 00:00
Lachaud Yannick;LACH;5,31049E+13;Carcassonne; 12 RUE JEAN MONNET  11000 CARCASSONNE   ;0;05/03/2014 00:00
